show_id,type,title,director,country,date_added,release_year,rating,duration(min),listed_in
s8633,Movie,Trophy,Shaul Schwarz,United Kingdom,2018-02-13,2017,TV-MA,110,International Movies
s8633,Movie,Trophy,Shaul Schwarz,Namibia,2018-02-13,2017,TV-MA,110,Documentaries
s8633,Movie,Trophy,Shaul Schwarz,Namibia,2018-02-13,2017,TV-MA,110,International Movies
s8633,Movie,Trophy,Shaul Schwarz,South Africa,2018-02-13,2017,TV-MA,110,Documentaries
s8633,Movie,Trophy,Shaul Schwarz,South Africa,2018-02-13,2017,TV-MA,110,International Movies
s8633,Movie,Trophy,Shaul Schwarz,Zimbabwe,2018-02-13,2017,TV-MA,110,Documentaries
s8633,Movie,Trophy,Shaul Schwarz,Zimbabwe,2018-02-13,2017,TV-MA,110,International Movies
s8633,Movie,Trophy,Shaul Schwarz,United States,2018-02-13,2017,TV-MA,110,Documentaries
s8633,Movie,Trophy,Shaul Schwarz,United States,2018-02-13,2017,TV-MA,110,International Movies
s8633,Movie,Trophy,Christina Clusiau,United Kingdom,2018-02-13,2017,TV-MA,110,Documentaries
s8633,Movie,Trophy,Christina Clusiau,United Kingdom,2018-02-13,2017,TV-MA,110,International Movies
s8633,Movie,Trophy,Christina Clusiau,Namibia,2018-02-13,2017,TV-MA,110,Documentaries
s8633,Movie,Trophy,Christina Clusiau,Namibia,2018-02-13,2017,TV-MA,110,International Movies
s8633,Movie,Trophy,Christina Clusiau,South Africa,2018-02-13,2017,TV-MA,110,Documentaries
s8633,Movie,Trophy,Christina Clusiau,South Africa,2018-02-13,2017,TV-MA,110,International Movies
s8633,Movie,Trophy,Christina Clusiau,Zimbabwe,2018-02-13,2017,TV-MA,110,Documentaries
s8633,Movie,Trophy,Christina Clusiau,Zimbabwe,2018-02-13,2017,TV-MA,110,International Movies
s8633,Movie,Trophy,Christina Clusiau,United States,2018-02-13,2017,TV-MA,110,Documentaries
s8633,Movie,Trophy,Christina Clusiau,United States,2018-02-13,2017,TV-MA,110,International Movies
s8635,Movie,Troy: The Odyssey,Tekin Girgin,United States,2018-03-12,2017,TV-MA,90,Action & Adventure
s8637,Movie,True to the Game,Preston A. Whitmore II,United States,2018-03-01,2017,R,108,Dramas
s8638,Movie,Trumbo,Jay Roach,United States,2020-05-19,2015,R,124,Dramas
s8638,Movie,Trumbo,Jay Roach,United States,2020-05-19,2015,R,124,Independent Movies
s8642,Movie,Turbo,David Soren,United States,2019-09-12,2013,PG,96,Children & Family Movies
s8642,Movie,Turbo,David Soren,United States,2019-09-12,2013,PG,96,Comedies
s8643,Movie,Tusk,Kevin Smith,United States,2018-07-24,2014,R,102,Horror Movies
s8646,Movie,Twinsanity,Buz Wallick,United States,2019-03-15,2018,TV-MA,86,Horror Movies
s8646,Movie,Twinsanity,Buz Wallick,United States,2019-03-15,2018,TV-MA,86,Independent Movies
s8646,Movie,Twinsanity,Buz Wallick,United States,2019-03-15,2018,TV-MA,86,Thrillers
s8649,Movie,Two Graves,Gary Young,United Kingdom,2019-05-01,2018,TV-MA,80,Thrillers
s8650,Movie,Two Lovers and a Bear,Kim Nguyen,Canada,2017-05-02,2016,R,95,Dramas
s8650,Movie,Two Lovers and a Bear,Kim Nguyen,Canada,2017-05-02,2016,R,95,Independent Movies
s8650,Movie,Two Lovers and a Bear,Kim Nguyen,Canada,2017-05-02,2016,R,95,Romantic Movies
